,,,,,,Opening balance,70,Field capacity,70,Stress point,28,Wilting point,0
15/07/1981,0,0.838,7,1981,0.838,568.845,,,,,,,
16/07/1981,13.8,0.56,7,1981,0.56,582.085,,,,,,,
17/07/1981,0,1.052,7,1981,1.052,581.033,,,,,,,
18/07/1981,18.9,0.28,7,1981,0.28,599.653,,,,,,,
19/07/1981,0,0.518,7,1981,0.518,599.135,,,,,,,
20/07/1981,0,0.82,7,1981,0.82,598.315,,,,,,,
21/07/1981,0,1.183,7,1981,1.183,597.132,,,,,,,
22/07/1981,0,1.223,7,1981,1.223,595.909,,,,,,,
23/07/1981,0,0.702,7,1981,0.702,595.207,,,,,,,
24/07/1981,0,0.854,7,1981,0.854,594.353,,,,,,,
25/07/1981,1.2,0.281,7,1981,0.281,595.272,,,,,,,
26/07/1981,0,0.806,7,1981,0.806,594.466,,,,,,,
27/07/1981,6.5,0.725,7,1981,0.725,600.241,,,,,,,
28/07/1981,1.2,0.478,7,1981,0.478,600.963,,,,,,,
29/07/1981,1.1,0.733,7,1981,0.733,601.33,,,,,,,
30/07/1981,4.8,0.733,7,1981,0.733,605.397,,,,,,,
31/07/1981,4.2,0.943,7,1981,0.943,608.654,,,,,,,
1/08/1981,3.8,1.362,8,1981,1.362,611.092,,,,,,,
2/08/1981,4.5,1.227,8,1981,1.227,614.365,,,,,,,
3/08/1981,15.3,0.732,8,1981,0.732,628.933,,,,,,,
4/08/1981,1.1,0.696,8,1981,0.696,629.337,,,,,,,
5/08/1981,0,1.543,8,1981,1.543,627.794,,,,,,,
6/08/1981,0,1.701,8,1981,1.701,626.093,,,,,,,
7/08/1981,0,0.54,8,1981,0.54,625.553,,,,,,,
8/08/1981,11.8,0.654,8,1981,0.654,636.699,,,,,,,
9/08/1981,7.8,0.99,8,1981,0.99,643.509,,,,,,,
10/08/1981,7.9,1.398,8,1981,1.398,650.011,,,,,,,
11/08/1981,0,0.564,8,1981,0.564,649.447,,,,,,,
12/08/1981,0,1.554,8,1981,1.554,647.893,,,,,,,
13/08/1981,0,0.956,8,1981,0.956,646.937,,,,,,,
14/08/1981,4.2,1.173,8,1981,1.173,649.964,,,,,,,
15/08/1981,0,1.292,8,1981,1.292,648.672,,,,,,,
16/08/1981,0,1.815,8,1981,1.815,646.857,,,,,,,
17/08/1981,0,1.315,8,1981,1.315,645.542,,,,,,,
18/08/1981,7.1,0.516,8,1981,0.516,652.126,,,,,,,
19/08/1981,3.9,1.18,8,1981,1.18,654.846,,,,,,,
20/08/1981,0,1.386,8,1981,1.386,653.46,,,,,,,
21/08/1981,0,1.232,8,1981,1.232,652.228,,,,,,,
22/08/1981,9.2,0.523,8,1981,0.523,660.905,,,,,,,
23/08/1981,9,0.528,8,1981,0.528,669.377,,,,,,,
24/08/1981,7.8,0.851,8,1981,0.851,676.326,,,,,,,
25/08/1981,0,1.585,8,1981,1.585,674.741,,,,,,,
26/08/1981,0,1.102,8,1981,1.102,673.639,,,,,,,
27/08/1981,0,1.338,8,1981,1.338,672.301,,,,,,,
28/08/1981,0,1.545,8,1981,1.545,670.756,,,,,,,
29/08/1981,0,1.665,8,1981,1.665,669.091,,,,,,,
30/08/1981,0,1.837,8,1981,1.837,667.254,,,,,,,
31/08/1981,0,0.839,8,1981,0.839,666.415,,,,,,,
1/09/1981,0,0.956,9,1981,0.956,665.459,,,,,,,
2/09/1981,0,1.019,9,1981,1.019,664.44,,,,,,,
3/09/1981,5.5,1.865,9,1981,1.865,668.075,,,,,,,
4/09/1981,3.8,2.323,9,1981,2.323,669.552,,,,,,,
5/09/1981,5.9,1.827,9,1981,1.827,673.625,,,,,,,
6/09/1981,0,1.919,9,1981,1.919,671.706,,,,,,,
7/09/1981,0,2.258,9,1981,2.258,669.448,,,,,,,
8/09/1981,0,1.696,9,1981,1.696,667.752,,,,,,,
9/09/1981,5.4,1.649,9,1981,1.649,671.503,,,,,,,
10/09/1981,0,2.494,9,1981,2.494,669.009,,,,,,,
11/09/1981,0,2.487,9,1981,2.487,666.522,,,,,,,
12/09/1981,6.5,1.264,9,1981,1.264,671.758,,,,,,,
13/09/1981,5.2,2.186,9,1981,2.186,674.772,,,,,,,
14/09/1981,6.5,1.734,9,1981,1.734,679.538,,,,,,,
15/09/1981,1.6,2.311,9,1981,2.311,678.827,,,,,,,
16/09/1981,0,1.442,9,1981,1.442,677.385,,,,,,,
17/09/1981,0,2.079,9,1981,2.079,675.306,,,,,,,
18/09/1981,0,1.44,9,1981,1.44,673.866,,,,,,,
19/09/1981,1.7,1.135,9,1981,1.135,674.431,,,,,,,
20/09/1981,9.9,1.013,9,1981,1.013,683.318,,,,,,,
21/09/1981,0,1.604,9,1981,1.604,681.714,,,,,,,
22/09/1981,0,1.073,9,1981,1.073,680.641,,,,,,,
23/09/1981,1.9,1.517,9,1981,1.517,681.024,,,,,,,
24/09/1981,17.4,1.046,9,1981,1.046,697.378,,,,,,,
25/09/1981,2.3,2.542,9,1981,2.542,697.136,,,,,,,
26/09/1981,6.5,2.291,9,1981,2.291,701.345,,,,,,,
27/09/1981,5.8,2.096,9,1981,2.096,705.049,,,,,,,
28/09/1981,6.9,1.474,9,1981,1.474,710.475,,,,,,,
29/09/1981,2.3,2.118,9,1981,2.118,710.657,,,,,,,
30/09/1981,0,2.302,9,1981,2.302,708.355,,,,,,,
1/10/1981,0,2.963,10,1981,2.963,705.392,,,,,,,
2/10/1981,0,2.026,10,1981,2.026,703.366,,,,,,,
3/10/1981,0,2.795,10,1981,2.795,700.571,,,,,,,
4/10/1981,0,2.846,10,1981,2.846,697.725,,,,,,,
5/10/1981,6.9,2.157,10,1981,2.157,702.468,,,,,,,
6/10/1981,14.2,1.515,10,1981,1.515,715.153,,,,,,,
7/10/1981,0,3,10,1981,3,712.153,,,,,,,
8/10/1981,1.4,3.958,10,1981,3.958,709.595,,,,,,,
9/10/1981,0,4.114,10,1981,4.114,705.481,,,,,,,
10/10/1981,0,3.736,10,1981,3.736,701.745,,,,,,,
11/10/1981,0,1.706,10,1981,1.706,700.039,,,,,,,
12/10/1981,0,3.898,10,1981,3.898,696.141,,,,,,,
13/10/1981,0,3.414,10,1981,3.414,692.727,,,,,,,
14/10/1981,0,3.519,10,1981,3.519,689.208,,,,,,,
15/10/1981,0,3.405,10,1981,3.405,685.803,,,,,,,
16/10/1981,15,1.458,10,1981,1.458,699.345,,,,,,,
17/10/1981,45.3,1.461,10,1981,1.461,743.184,,,,,,,
18/10/1981,0,1.767,10,1981,1.767,741.417,,,,,,,
19/10/1981,0,4.317,10,1981,4.317,737.1,,,,,,,
20/10/1981,0,4.168,10,1981,4.168,732.932,,,,,,,
21/10/1981,0,3.808,10,1981,3.808,729.124,,,,,,,
22/10/1981,4.8,3.592,10,1981,3.592,730.332,,,,,,,
23/10/1981,2.3,1.645,10,1981,1.645,730.987,,,,,,,
24/10/1981,59.2,1.574,10,1981,1.574,788.613,,,,,,,
25/10/1981,1.4,1.555,10,1981,1.555,788.458,,,,,,,
26/10/1981,0,2.713,10,1981,2.713,785.745,,,,,,,
27/10/1981,0,3.364,10,1981,3.364,782.381,,,,,,,
28/10/1981,0,3.872,10,1981,3.872,778.509,,,,,,,
29/10/1981,0,3.839,10,1981,3.839,774.67,,,,,,,
30/10/1981,0,2.431,10,1981,2.431,772.239,,,,,,,
31/10/1981,0,3.411,10,1981,3.411,768.828,,,,,,,
1/11/1981,0,4.327,11,1981,4.327,764.501,,,,,,,
2/11/1981,0,2.328,11,1981,2.328,762.173,,,,,,,
3/11/1981,0,4.896,11,1981,4.896,757.277,,,,,,,
4/11/1981,0,3.336,11,1981,3.336,753.941,,,,,,,
5/11/1981,0,3.221,11,1981,3.221,750.72,,,,,,,
6/11/1981,0,2.026,11,1981,2.026,748.694,,,,,,,
7/11/1981,30.6,1.976,11,1981,1.976,777.318,,,,,,,
8/11/1981,6.6,3.037,11,1981,3.037,780.881,,,,,,,
9/11/1981,3.4,2.015,11,1981,2.015,782.266,,,,,,,
10/11/1981,0,3.115,11,1981,3.115,779.151,,,,,,,
11/11/1981,0,4.793,11,1981,4.793,774.358,,,,,,,
12/11/1981,0,1.855,11,1981,1.855,772.503,,,,,,,
13/11/1981,0,3.169,11,1981,3.169,769.334,,,,,,,
14/11/1981,0,2.039,11,1981,2.039,767.295,,,,,,,
15/11/1981,2,1.887,11,1981,1.887,767.408,,,,,,,
16/11/1981,1.3,3.413,11,1981,3.413,765.295,,,,,,,
17/11/1981,2,3.408,11,1981,3.408,763.887,,,,,,,
18/11/1981,0,3.175,11,1981,3.175,760.712,,,,,,,
19/11/1981,0,4.322,11,1981,4.322,756.39,,,,,,,
20/11/1981,0,5.51,11,1981,5.51,750.88,,,,,,,
21/11/1981,0,4.588,11,1981,4.588,746.292,,,,,,,
22/11/1981,0,5.197,11,1981,5.197,741.095,,,,,,,
23/11/1981,0,5.191,11,1981,5.191,735.904,,,,,,,
24/11/1981,0,5.383,11,1981,5.383,730.521,,,,,,,
25/11/1981,0,5.067,11,1981,5.067,725.454,,,,,,,
26/11/1981,0,5.27,11,1981,5.27,720.184,,,,,,,
27/11/1981,0,4.7,11,1981,4.7,715.484,,,,,,,
28/11/1981,0,2.061,11,1981,2.061,713.423,,,,,,,
29/11/1981,5.2,2.212,11,1981,2.212,716.411,,,,,,,
30/11/1981,4.7,2.802,11,1981,2.802,718.309,,,,,,,
1/12/1981,5.7,2.387,12,1981,2.387,721.622,,,,,,,
2/12/1981,0,4.361,12,1981,4.361,717.261,,,,,,,
3/12/1981,0,5.435,12,1981,5.435,711.826,,,,,,,
4/12/1981,0,5.252,12,1981,5.252,706.574,,,,,,,
5/12/1981,0,4.725,12,1981,4.725,701.849,,,,,,,
6/12/1981,0,5.325,12,1981,5.325,696.524,,,,,,,
7/12/1981,5.9,4.593,12,1981,4.593,697.831,,,,,,,
8/12/1981,5,3.817,12,1981,3.817,699.014,,,,,,,
9/12/1981,5.1,3.534,12,1981,3.534,700.58,,,,,,,
10/12/1981,4.4,3.859,12,1981,3.859,701.121,,,,,,,
11/12/1981,0,5.703,12,1981,5.703,695.418,,,,,,,
12/12/1981,0,4.393,12,1981,4.393,691.025,,,,,,,
13/12/1981,0,4.051,12,1981,4.051,686.974,,,,,,,
14/12/1981,0,4.807,12,1981,4.807,682.167,,,,,,,
15/12/1981,0,2.297,12,1981,2.297,679.87,,,,,,,
16/12/1981,0,3.6,12,1981,3.6,676.27,,,,,,,
17/12/1981,0,3.297,12,1981,3.297,672.973,,,,,,,
18/12/1981,0,4.209,12,1981,4.209,668.764,,,,,,,
19/12/1981,0,2.903,12,1981,2.903,665.861,,,,,,,
20/12/1981,0,2.813,12,1981,2.813,663.048,,,,,,,
21/12/1981,1.4,2.284,12,1981,2.284,662.164,,,,,,,
22/12/1981,0,2.819,12,1981,2.819,659.345,,,,,,,
23/12/1981,4.1,2.752,12,1981,2.752,660.693,,,,,,,
24/12/1981,0,4.325,12,1981,4.325,656.368,,,,,,,
25/12/1981,0,3.026,12,1981,3.026,653.342,,,,,,,
26/12/1981,0,5.263,12,1981,5.263,648.079,,,,,,,
27/12/1981,0,5.582,12,1981,5.582,642.497,,,,,,,
28/12/1981,0,4.111,12,1981,4.111,638.386,,,,,,,
29/12/1981,0,3.263,12,1981,3.263,635.123,,,,,,,
30/12/1981,1.4,3.732,12,1981,3.732,632.791,,,,,,,
31/12/1981,14.9,2.729,12,1981,2.729,644.962,,,,,,,
1/01/1982,0,5.098,1,1982,5.098,639.864,,,,,,,
2/01/1982,0,3.974,1,1982,3.974,635.89,,,,,,,
3/01/1982,1.4,3.071,1,1982,3.071,634.219,,,,,,,
4/01/1982,0,5.18,1,1982,5.18,629.039,,,,,,,
5/01/1982,0,4.691,1,1982,4.691,624.348,,,,,,,
6/01/1982,4.3,4.338,1,1982,4.338,624.31,,,,,,,
7/01/1982,10.3,2.305,1,1982,2.305,632.305,,,,,,,
8/01/1982,1.8,4.79,1,1982,4.79,629.315,,,,,,,
9/01/1982,0,5.01,1,1982,5.01,624.305,,,,,,,
10/01/1982,0,5.275,1,1982,5.275,619.03,,,,,,,
11/01/1982,0,5.874,1,1982,5.874,613.156,,,,,,,
12/01/1982,0,5.87,1,1982,5.87,607.286,,,,,,,
13/01/1982,0,5.523,1,1982,5.523,601.763,,,,,,,
14/01/1982,0,3.275,1,1982,3.275,598.488,,,,,,,
15/01/1982,0,5.576,1,1982,5.576,592.912,,,,,,,
16/01/1982,0,5.686,1,1982,5.686,587.226,,,,,,,
17/01/1982,0,6.067,1,1982,6.067,581.159,,,,,,,
18/01/1982,0,3.718,1,1982,3.718,577.441,,,,,,,
19/01/1982,1.3,3.309,1,1982,3.309,575.432,,,,,,,
20/01/1982,0,5.038,1,1982,5.038,570.394,,,,,,,
21/01/1982,0,4.58,1,1982,4.58,565.814,,,,,,,
22/01/1982,17.1,2.837,1,1982,2.837,580.077,,,,,,,
23/01/1982,1.7,3.788,1,1982,3.788,577.989,,,,,,,
24/01/1982,1.3,4.737,1,1982,4.737,574.552,,,,,,,
25/01/1982,0,4.17,1,1982,4.17,570.382,,,,,,,
26/01/1982,1.1,3.324,1,1982,3.324,568.158,,,,,,,
27/01/1982,4.5,3.284,1,1982,3.284,569.374,,,,,,,
28/01/1982,0,5.506,1,1982,5.506,563.868,,,,,,,
29/01/1982,0,5.511,1,1982,5.511,558.357,,,,,,,
30/01/1982,0,5.87,1,1982,5.87,552.487,,,,,,,
31/01/1982,0,3.944,1,1982,3.944,548.543,,,,,,,
1/02/1982,0,3.729,2,1982,3.729,544.814,,,,,,,
2/02/1982,0,5.174,2,1982,5.174,539.64,,,,,,,
3/02/1982,0,5.582,2,1982,5.582,534.058,,,,,,,
4/02/1982,0,5.186,2,1982,5.186,528.872,,,,,,,
5/02/1982,6.5,4.18,2,1982,4.18,531.192,,,,,,,
6/02/1982,9,3.904,2,1982,3.904,536.288,,,,,,,
7/02/1982,0,5.106,2,1982,5.106,531.182,,,,,,,
8/02/1982,0,5.334,2,1982,5.334,525.848,,,,,,,
9/02/1982,0,5.525,2,1982,5.525,520.323,,,,,,,
10/02/1982,0,5.323,2,1982,5.323,515,,,,,,,
11/02/1982,0,5.468,2,1982,5.468,509.532,,,,,,,
12/02/1982,0,4.854,2,1982,4.854,504.678,,,,,,,
13/02/1982,0,5.366,2,1982,5.366,499.312,,,,,,,
14/02/1982,0,4.878,2,1982,4.878,494.434,,,,,,,
15/02/1982,0,4.804,2,1982,4.804,489.63,,,,,,,
16/02/1982,0,4.709,2,1982,4.709,484.921,,,,,,,
17/02/1982,0,2.611,2,1982,2.611,482.31,,,,,,,
18/02/1982,14.4,1.914,2,1982,1.914,494.796,,,,,,,
19/02/1982,7.8,1.982,2,1982,1.982,500.614,,,,,,,
20/02/1982,0,3.342,2,1982,3.342,497.272,,,,,,,
21/02/1982,0,4.445,2,1982,4.445,492.827,,,,,,,
22/02/1982,18,5.079,2,1982,5.079,505.748,,,,,,,
23/02/1982,2,2.691,2,1982,2.691,505.057,,,,,,,
24/02/1982,3.6,3.45,2,1982,3.45,505.207,,,,,,,
25/02/1982,18.8,2.108,2,1982,2.108,521.899,,,,,,,
26/02/1982,0,2.078,2,1982,2.078,519.821,,,,,,,
27/02/1982,0,3.886,2,1982,3.886,515.935,,,,,,,
28/02/1982,0,2.018,2,1982,2.018,513.917,,,,,,,
1/03/1982,22.6,1.453,3,1982,1.453,535.064,,,,,,,
2/03/1982,9.8,2.695,3,1982,2.695,542.169,,,,,,,
3/03/1982,38.2,1.305,3,1982,1.305,579.064,,,,,,,
4/03/1982,0,3.266,3,1982,3.266,575.798,,,,,,,
5/03/1982,0,3.515,3,1982,3.515,572.283,,,,,,,
6/03/1982,0,1.405,3,1982,1.405,570.878,,,,,,,
7/03/1982,0,2.125,3,1982,2.125,568.753,,,,,,,
8/03/1982,0,3.55,3,1982,3.55,565.203,,,,,,,
9/03/1982,0,2.836,3,1982,2.836,562.367,,,,,,,
10/03/1982,0,3.58,3,1982,3.58,558.787,,,,,,,
11/03/1982,0,4.122,3,1982,4.122,554.665,,,,,,,
12/03/1982,1.4,2.267,3,1982,2.267,553.798,,,,,,,
13/03/1982,0,3.007,3,1982,3.007,550.791,,,,,,,
14/03/1982,0,2.981,3,1982,2.981,547.81,,,,,,,
15/03/1982,0,2.911,3,1982,2.911,544.899,,,,,,,
16/03/1982,0,2.948,3,1982,2.948,541.951,,,,,,,
17/03/1982,0,3.574,3,1982,3.574,538.377,,,,,,,
18/03/1982,0,3.037,3,1982,3.037,535.34,,,,,,,
19/03/1982,0,2.642,3,1982,2.642,532.698,,,,,,,
20/03/1982,0,2.129,3,1982,2.129,530.569,,,,,,,
21/03/1982,0,1.892,3,1982,1.892,528.677,,,,,,,
22/03/1982,0,3.113,3,1982,3.113,525.564,,,,,,,
23/03/1982,10.1,2.464,3,1982,2.464,533.2,,,,,,,
24/03/1982,12.6,1.958,3,1982,1.958,543.842,,,,,,,
25/03/1982,0,3.468,3,1982,3.468,540.374,,,,,,,
26/03/1982,0,3.715,3,1982,3.715,536.659,,,,,,,
27/03/1982,0,3.636,3,1982,3.636,533.023,,,,,,,
28/03/1982,0,2.933,3,1982,2.933,530.09,,,,,,,
29/03/1982,0,2.505,3,1982,2.505,527.585,,,,,,,
30/03/1982,20.2,1.548,3,1982,1.548,546.237,,,,,,,
31/03/1982,24,1.573,3,1982,1.573,568.664,,,,,,,
1/04/1982,0,0.941,4,1982,0.941,567.723,,,,,,,
2/04/1982,7.4,1.33,4,1982,1.33,573.793,,,,,,,
3/04/1982,2,1.259,4,1982,1.259,574.534,,,,,,,
4/04/1982,0,1.735,4,1982,1.735,572.799,,,,,,,
5/04/1982,1.9,2.438,4,1982,2.438,572.261,,,,,,,
6/04/1982,13.2,1.574,4,1982,1.574,583.887,,,,,,,
7/04/1982,0,2.145,4,1982,2.145,581.742,,,,,,,
8/04/1982,11.1,1.33,4,1982,1.33,591.512,,,,,,,
9/04/1982,0,0.766,4,1982,0.766,590.746,,,,,,,
10/04/1982,0,1.145,4,1982,1.145,589.601,,,,,,,
11/04/1982,0,1.011,4,1982,1.011,588.59,,,,,,,
12/04/1982,0,1.254,4,1982,1.254,587.336,,,,,,,
13/04/1982,1.9,1.103,4,1982,1.103,588.133,,,,,,,
14/04/1982,1.8,0.989,4,1982,0.989,588.944,,,,,,,
15/04/1982,0,1.276,4,1982,1.276,587.668,,,,,,,
16/04/1982,0,2.103,4,1982,2.103,585.565,,,,,,,
17/04/1982,0,2.389,4,1982,2.389,583.176,,,,,,,
18/04/1982,0,2.258,4,1982,2.258,580.918,,,,,,,
19/04/1982,0,1.747,4,1982,1.747,579.171,,,,,,,
20/04/1982,0,2.494,4,1982,2.494,576.677,,,,,,,
21/04/1982,0,2.388,4,1982,2.388,574.289,,,,,,,
22/04/1982,0,2.257,4,1982,2.257,572.032,,,,,,,
23/04/1982,0,2.429,4,1982,2.429,569.603,,,,,,,
24/04/1982,0,2.127,4,1982,2.127,567.476,,,,,,,
25/04/1982,0,2.302,4,1982,2.302,565.174,,,,,,,
26/04/1982,0,1.979,4,1982,1.979,563.195,,,,,,,
27/04/1982,0,2.191,4,1982,2.191,561.004,,,,,,,
28/04/1982,0,2.287,4,1982,2.287,558.717,,,,,,,
29/04/1982,10.8,0.849,4,1982,0.849,568.668,,,,,,,
30/04/1982,6.6,1.142,4,1982,1.142,574.126,,,,,,,
1/05/1982,5.5,0.866,5,1982,0.866,578.76,,,,,,,
2/05/1982,1.6,0.796,5,1982,0.796,579.564,,,,,,,
3/05/1982,0,1.57,5,1982,1.57,577.994,,,,,,,
4/05/1982,0,1.515,5,1982,1.515,576.479,,,,,,,
5/05/1982,0,1.503,5,1982,1.503,574.976,,,,,,,
6/05/1982,0,1.055,5,1982,1.055,573.921,,,,,,,
7/05/1982,0,1.123,5,1982,1.123,572.798,,,,,,,
8/05/1982,7.5,0.807,5,1982,0.807,579.491,,,,,,,
9/05/1982,0,1.499,5,1982,1.499,577.992,,,,,,,
10/05/1982,4.5,1.364,5,1982,1.364,581.128,,,,,,,
11/05/1982,2.2,1.239,5,1982,1.239,582.089,,,,,,,
12/05/1982,11.1,0.798,5,1982,0.798,592.391,,,,,,,
13/05/1982,4.8,1.141,5,1982,1.141,596.05,,,,,,,
14/05/1982,17.1,0.654,5,1982,0.654,612.496,,,,,,,
15/05/1982,1.6,0.56,5,1982,0.56,613.536,,,,,,,
16/05/1982,0,1.018,5,1982,1.018,612.518,,,,,,,
17/05/1982,1.2,1.039,5,1982,1.039,612.679,,,,,,,
18/05/1982,0,1.314,5,1982,1.314,611.365,,,,,,,
19/05/1982,0,0.698,5,1982,0.698,610.667,,,,,,,
20/05/1982,17.1,0.447,5,1982,0.447,627.32,,,,,,,
21/05/1982,2.4,1.01,5,1982,1.01,628.71,,,,,,,
22/05/1982,15.3,0.519,5,1982,0.519,643.491,,,,,,,
23/05/1982,10.7,0.624,5,1982,0.624,653.567,,,,,,,
24/05/1982,6.9,0.939,5,1982,0.939,659.528,,,,,,,
25/05/1982,9,0.89,5,1982,0.89,667.638,,,,,,,
26/05/1982,0,1.213,5,1982,1.213,666.425,,,,,,,
27/05/1982,0,0.707,5,1982,0.707,665.718,,,,,,,
28/05/1982,0,1.285,5,1982,1.285,664.433,,,,,,,
29/05/1982,0,0.464,5,1982,0.464,663.969,,,,,,,
30/05/1982,0,0.992,5,1982,0.992,662.977,,,,,,,
31/05/1982,0,0.403,5,1982,0.403,662.574,,,,,,,
1/06/1982,0,0.36,6,1982,0.36,662.214,,,,,,,
2/06/1982,0,0.827,6,1982,0.827,661.387,,,,,,,
3/06/1982,22.9,0.336,6,1982,0.336,683.951,,,,,,,
4/06/1982,71.9,0.239,6,1982,0.239,755.612,,,,,,,
5/06/1982,7.2,0.187,6,1982,0.187,762.625,,,,,,,
6/06/1982,0,0.273,6,1982,0.273,762.352,,,,,,,
7/06/1982,2.6,0.704,6,1982,0.704,764.248,,,,,,,
8/06/1982,0,0.823,6,1982,0.823,763.425,,,,,,,
9/06/1982,0,1.045,6,1982,1.045,762.38,,,,,,,
10/06/1982,0,0.934,6,1982,0.934,761.446,,,,,,,
11/06/1982,0,0.902,6,1982,0.902,760.544,,,,,,,
12/06/1982,3,0.752,6,1982,0.752,762.792,,,,,,,
13/06/1982,0,0.608,6,1982,0.608,762.184,,,,,,,
14/06/1982,0,0.775,6,1982,0.775,761.409,,,,,,,
15/06/1982,0,0.909,6,1982,0.909,760.5,,,,,,,
16/06/1982,0,0.846,6,1982,0.846,759.654,,,,,,,
17/06/1982,0,0.57,6,1982,0.57,759.084,,,,,,,
18/06/1982,0,1.04,6,1982,1.04,758.044,,,,,,,
19/06/1982,0,0.96,6,1982,0.96,757.084,,,,,,,
20/06/1982,1.2,0.949,6,1982,0.949,757.335,,,,,,,
21/06/1982,1.9,0.42,6,1982,0.42,758.815,,,,,,,
22/06/1982,16,0.218,6,1982,0.218,774.597,,,,,,,
23/06/1982,32.3,0.468,6,1982,0.468,806.429,,,,,,,
24/06/1982,4.3,0.211,6,1982,0.211,810.518,,,,,,,
25/06/1982,14,0.55,6,1982,0.55,823.968,,,,,,,
26/06/1982,0,0.19,6,1982,0.19,823.778,,,,,,,
27/06/1982,0,0.56,6,1982,0.56,823.218,,,,,,,
28/06/1982,0,0.275,6,1982,0.275,822.943,,,,,,,
29/06/1982,0,0.497,6,1982,0.497,822.446,,,,,,,
30/06/1982,0,0.634,6,1982,0.634,821.812,,,,,,,
1/07/1982,0,1.156,7,1982,1.156,820.656,,,,,,,
2/07/1982,0,0.643,7,1982,0.643,820.013,,,,,,,
3/07/1982,0,0.38,7,1982,0.38,819.633,,,,,,,
4/07/1982,0,0.593,7,1982,0.593,819.04,,,,,,,
5/07/1982,0,0.669,7,1982,0.669,818.371,,,,,,,
6/07/1982,0,0.914,7,1982,0.914,817.457,,,,,,,
7/07/1982,0,1.111,7,1982,1.111,816.346,,,,,,,
8/07/1982,0,0.762,7,1982,0.762,815.584,,,,,,,
9/07/1982,0,1.097,7,1982,1.097,814.487,,,,,,,
10/07/1982,0,1.108,7,1982,1.108,813.379,,,,,,,
11/07/1982,0,1.171,7,1982,1.171,812.208,,,,,,,
12/07/1982,1.3,0.993,7,1982,0.993,812.515,,,,,,,
13/07/1982,6.4,0.532,7,1982,0.532,818.383,,,,,,,
14/07/1982,6.8,0.457,7,1982,0.457,824.726,,,,,,,
15/07/1982,5.2,0.87,7,1982,0.87,829.056,,,,,,,
16/07/1982,8.2,0.72,7,1982,0.72,836.536,,,,,,,
17/07/1982,3.7,0.951,7,1982,0.951,839.285,,,,,,,
18/07/1982,2.3,1.003,7,1982,1.003,840.582,,,,,,,
19/07/1982,3.7,0.611,7,1982,0.611,843.671,,,,,,,
20/07/1982,30,0.262,7,1982,0.262,873.409,,,,,,,
21/07/1982,1.7,0.36,7,1982,0.36,874.749,,,,,,,
22/07/1982,0,0.889,7,1982,0.889,873.86,,,,,,,
23/07/1982,0,1.098,7,1982,1.098,872.762,,,,,,,
24/07/1982,0,1.192,7,1982,1.192,871.57,,,,,,,
25/07/1982,0,0.854,7,1982,0.854,870.716,,,,,,,
26/07/1982,0,0.974,7,1982,0.974,869.742,,,,,,,
27/07/1982,0,0.73,7,1982,0.73,869.012,,,,,,,
28/07/1982,4.2,0.416,7,1982,0.416,872.796,,,,,,,
29/07/1982,0,0.515,7,1982,0.515,872.281,,,,,,,
30/07/1982,1.5,0.771,7,1982,0.771,873.01,,,,,,,
31/07/1982,8.9,0.89,7,1982,0.89,881.02,,,,,,,
1/08/1982,12.5,1.444,8,1982,1.444,892.076,,,,,,,
2/08/1982,1.4,0.779,8,1982,0.779,892.697,,,,,,,
3/08/1982,0,1.647,8,1982,1.647,891.05,,,,,,,
4/08/1982,0,1.608,8,1982,1.608,889.442,,,,,,,
5/08/1982,0,0.804,8,1982,0.804,888.638,,,,,,,
6/08/1982,0,1.465,8,1982,1.465,887.173,,,,,,,
7/08/1982,4.5,1.008,8,1982,1.008,890.665,,,,,,,
8/08/1982,0,1.244,8,1982,1.244,889.421,,,,,,,
9/08/1982,0,1.414,8,1982,1.414,888.007,,,,,,,
10/08/1982,5.9,0.857,8,1982,0.857,893.05,,,,,,,
11/08/1982,1.8,0.741,8,1982,0.741,894.109,,,,,,,
12/08/1982,0,1.529,8,1982,1.529,892.58,,,,,,,
13/08/1982,1.3,0.942,8,1982,0.942,892.938,,,,,,,
14/08/1982,1.4,1.203,8,1982,1.203,893.135,,,,,,,
15/08/1982,0,0.516,8,1982,0.516,892.619,,,,,,,
16/08/1982,0,1.781,8,1982,1.781,890.838,,,,,,,
17/08/1982,12.5,1.24,8,1982,1.24,902.098,,,,,,,
18/08/1982,0,0.659,8,1982,0.659,901.439,,,,,,,
19/08/1982,0,1.608,8,1982,1.608,899.831,,,,,,,
20/08/1982,0,1.56,8,1982,1.56,898.271,,,,,,,
21/08/1982,0,1.284,8,1982,1.284,896.987,,,,,,,
22/08/1982,0,1.838,8,1982,1.838,895.149,,,,,,,
23/08/1982,0,1.501,8,1982,1.501,893.648,,,,,,,
24/08/1982,1.2,1.281,8,1982,1.281,893.567,,,,,,,
25/08/1982,7.9,1.429,8,1982,1.429,900.038,,,,,,,
26/08/1982,0,1.116,8,1982,1.116,898.922,,,,,,,
27/08/1982,0,1.868,8,1982,1.868,897.054,,,,,,,
28/08/1982,2,1.452,8,1982,1.452,897.602,,,,,,,
29/08/1982,0,1.119,8,1982,1.119,896.483,,,,,,,
30/08/1982,0,1.715,8,1982,1.715,894.768,,,,,,,
31/08/1982,6.6,1.282,8,1982,1.282,900.086,,,,,,,
1/09/1982,0,1.561,9,1982,1.561,898.525,,,,,,,
2/09/1982,0,2.534,9,1982,2.534,895.991,,,,,,,
